X2017.NAICS.Code,X2017.NAICS.Title,GHG,Unit,Supply.Chain.Emission.Factors.without.Margins,Margins.of.Supply.Chain.Emission.Factors,Supply.Chain.Emission.Factors.with.Margins,Reference.USEEIO.Code,2017 NAICS Title
511120,Periodical Publishers,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.059,0.043,0.1,511120#,NA
812930,Parking Lots and Garages,All GHG%,ton CO2e,0.111,0,0.111,812900,NA
238290,Other Building Equipment Contractors,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0",NA
333997,Scale and Balance Manufacturin%,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.228,0.021,9999999,33399A!,NA
336991,"Motorcycle, Bicycle, and Parts Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.178,0.04,0.22,336991,NA
541860,Direct Mail Advertising%,All GHGs##,ton CO2e,0.085,0,0.09,541800,NA
454390,Other Direct Selling Establishments,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.094,0,0.094,45400#,NA
483112,Deep Sea Passenger Transportation!,All GHGs,g CO2e/kg,0.816,0,0.816,483000!,NA
517919,All Other Telecommunication%,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.078,0,0.078,517A00,NA
813311,Human Rights Organizations,All GHG%,"kg CO2e/2022 USD, purchaser price&",0.059,0,0.059,813A00,NA
624310,Vocational Rehabilitation Services%,All GHGs%,g CO2e/kg,0.217,0,0.22,624A00!,NA
621310,Offices of Chiropractors,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",0.105,0,0.105,621300!,NA
327212,Other Pressed and Blown Glass and Glassware Manufacturin%,All GHGs#,g CO2e/kg,0.537,0.06,0.6,32720#,NA
561510,Travel Agencies,All GHGs,mg CO2e/kg,0.088,0,0.088,56150#,NA
112340,Poultry Hatcheries,All GHG%,"kg CO2e/2022 USD, purchaser price#",0.407,0.031,0.438,112300,NA
453930,Manufactured (Mobile) Home Dealers,All GHGs,kg CO2e/m2,0.111,0,0.11,4B000#,NA
522190,Other Depository Credit Intermediation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0,0.059,52A000,NA
484220,"Specialized Freight (except Used Goods) Trucking, Local",All GHG%,ton CO2e,0.595,0,0.595,48400#,NA
713990,All Other Amusement and Recreation Industries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.235,0,0.235,71390#,NA
451211,Book Stores,All GHG%,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,4B0000,NA
332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",All GHGs##,"kg CO2e/2022 USD, purchaser price",0.368,0,0.38,332800#,NA
311230,Breakfast Cereal Manufacturin%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.423,0.05,0.47,311230,NA
332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",All GHGs#,"kg CO2e/2022 USD, purchaser price",0.115,0.054,0.168,33299A,NA
561910,Packaging and Labeling Services,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.127,0,0.127,561900,NA
721120,Casino Hotels,All GHG%,"kg CO2e/2022 USD, purchaser price",0.145,0,0.145,72100#,NA
Inf,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",All GHGs,g CO2e/kg,0.047,0,0.07,33451#,NA
314120,Curtain and Linen Mill%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.206,0.06,0.27,314120#,NA
311224,Soybean and Other Oilseed Processing!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.481,0,0.511,311224#,NA
541213,Tax Preparation Services,All GHG%,"kg CO2e/2022 USD, purchaser price",0.054,0,0.054,541200#,NA
488510,Freight Transportation Arrangement,All GHGs%,g CO2e/kg,0.162,0,0.162,48A000!,NA
334419,Other Electronic Component Manufacturing!,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.08,0.019,0.098,33441#,NA
111421,Nursery and Tree Production,All GHGs#,ton CO2e,0.266,0,0.307,111400,NA
335311,"Power, Distribution, and Specialty Transformer Manufacturin%",All GHG%,CO2e/l&,0.118,0,0.133,33531#,NA
111930,Sugarcane Farming,All GHG%,kg CO2e/m2,0.703,0,0.74,111900,NA
339114,Dental Equipment and Supplies Manufacturing!,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.143,0.03,0.17,339114,NA
335314,Relay and Industrial Control Manufacturin%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.12,0.02,0.138,33531#,NA
313230,Nonwoven Fabric Mills,All GHGs,mg CO2e/kg,0.48,9999999,0.51,313200,NA
327991,Cut Stone and Stone Product Manufacturin%,All GHGs#,kg CO2e/m&,0.148,0,0.195,327991,NA
531390,Other Activities Related to Real Estate,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.246,0,0.246,531ORE,NA
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,All GHGs#,CO2e/lb,0.136,0,0.14,81130#,NA
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,All GHGs#,CO2e/lb,0.136,0,0.14,811300!,NA
541380,Testing Laboratorie%,All GHG%,"kg CO2e/2022 USD, purchaser price",0.103,0,0.103,541300,NA
424470,Meat and Meat Product Merchant Wholesalers!,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.159,0,0.159,42440#,NA
445220,Fish and Seafood Markets!,All GHGs,ton CO2&,0.186,0,0.19,445000,NA
-9999999,Farm Management Services,All GHG%,"kg CO2e/2022 USD, purchaser price#",0.384,0,0.384,115000,NA
541513,Computer Facilities Management Service%,All GHGs,mg CO2e/kg,0.08,0,-3.935,54151A,NA
522294,Secondary Market Financing,All GHG%,ton CO2e,0.072,0,Inf,522A00,NA
332112,Nonferrous Forging!,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.47,0,0.493,33211A,NA
443142,Electronics Stores!,All GHGs,kg CO2e/m2,0.111,0,0.111,4B0000,NA
326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.521,0,0.544,326110,NA
561740,Carpet and Upholstery Cleaning Service%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.214,0,0.214,561700,NA
488210,Support Activities for Rail Transportation,All GHGs#,ton CO2e,0.162,0,0.16,48A000#,NA
532420,Office Machinery and Equipment Rental and Leasing,All GHGs,g CO2e/k&,0.106,0,0.11,532400#,NA
332618,Other Fabricated Wire Product Manufacturing,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.219,0.014,0.233,33260#,NA
541850,Outdoor Advertising%,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.085,0,0.09,54180#,NA
611110,Elementary and Secondary Schools,All GHGs,ton CO2e&,0.186,0,0.186,611100!,NA
315220,Men's and Boys' Cut and Sew Apparel Manufacturin%,All GHGs#,kg CO2e/m&,0.06,0.06,0.12,315000,NA
238130,Framing Contractors,All GHGs##,"kg CO2e/2022 USD, purchaser price&",0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0",NA
811490,Other Personal and Household Goods Repair and Maintenance,All GHGs,"kg CO2e/2022 USD, purchaser price",0.113,0,0.113,81140#,NA
335921,Fiber Optic Cable Manufacturing!,All GHGs,ton CO2e#,0.219,0.02,0.235,335920,NA
334516,Analytical Laboratory Instrument Manufacturing,All GHGs#,CO2e/l&,0.078,0.024,0.102,334516,NA
311930,Flavoring Syrup and Concentrate Manufacturing,All GHGs,ton CO2e,0.195,0.021,0.216,311930,NA
315240,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",All GHG%,kg CO2e/m2,0.06,0.1,0.12,31500#,NA
325130,Synthetic Dye and Pigment Manufacturin%,All GHGs,CO2e/lb,0.406,0,0.432,325130!,NA
482112,Short Line Railroads,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.466,0,0.466,482000,NA
488320,Marine Cargo Handlin%,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.162,0,0.16,48A000,NA
324121,Asphalt Paving Mixture and Block Manufacturing%,All GHGs,"kg CO2e/2022 USD, purchaser price",1.093,0.03,1.121,324121!,NA
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works%,All GHGs#,g CO2e/kg,0.052,0,0.052,533000!,NA
541199,All Other Legal Services!,All GHG%,"kg CO2e/2022 USD, purchaser price",0.041,0,0.041,541100#,NA
236115,New Single-Family Housing Construction (except For-Sale Builders)!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.194,0,0.194,233411,NA
111130,Dry Pea and Bean Farming,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.809,Inf,0.848,1111B0,NA
523999,Miscellaneous Financial Investment Activities,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.066,0,0.066,523900#,NA
424460,Fish and Seafood Merchant Wholesalers!,All GHGs,ton CO2e,0.159,0,0.159,42440#,NA
611420,Computer Training,All GHGs#,ton CO2e,0.108,0,0.108,611B00!,NA
333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.223,0,0.223,333914,NA
332919,Other Metal Valve and Pipe Fitting Manufacturing,All GHGs,mg CO2e/kg,0.146,0,0.173,33291A,NA
611519,Other Technical and Trade Schools,All GHGs%,kg CO2e/m2,0.108,0,0.108,611B00!,NA
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camp%",All GHGs,g CO2e/kg,0.145,0,0.145,721000,NA
488310,Port and Harbor Operations!,All GHGs,mg CO2e/k&,0.162,0,0.16,48A00#,NA
333241,Food Product Machinery Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.166,0,0.18,33329A,NA
333991,Power-Driven Handtool Manufacturing,All GHGs##,kg CO2e/m2,0.083,0.053,0.136,333991,NA
518210,"Data Processing, Hosting, and Related Service%",All GHGs#,kg CO2e/m2,0.093,0,0.093,518200,NA
812111,Barber Shop%,All GHGs,CO2e/lb,0.125,0,0.125,812100!,NA
541110,Offices of Lawyers,All GHGs#,kg CO2e/m2,0.041,0,0.041,541100,NA
611310,"Colleges, Universities, and Professional Schools",All GHGs,kg CO2e/m2,0.14,0,0.14,611A00,NA
541830,Media Buying Agencies,All GHG%,"kg CO2e/2022 USD, purchaser pric&",0.085,0,0.085,541800,NA
238350,Finish Carpentry Contractors!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.221,0,0.22,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0",NA
333132,Oil and Gas Field Machinery and Equipment Manufacturing!,All GHG%,"kg CO2e/2022 USD, purchaser pric&",0.175,0.04,0.22,333130#,NA
813319,Other Social Advocacy Organizations,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.059,0,0.059,813A00,NA
541618,Other Management Consulting Services,All GHGs%,"kg CO2e/2022 USD, purchaser price&",0.078,0,0.08,54161#,NA
111332,Grape Vineyard%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.429,0.1,0.488,111300,NA
332510,Hardware Manufacturing,All GHGs#,g CO2e/kg,0.157,0.034,0.191,332500,NA
512110,Motion Picture and Video Production%,All GHGs#,CO2e/lb,0.047,0.005,0.05,512100!,NA
522130,Credit Unions,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0,0.059,52A00#,NA
424420,Packaged Frozen Food Merchant Wholesaler%,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.159,0,0.159,424400,NA
493130,Farm Product Warehousing and Storage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.244,0,0.24,493000,NA
621330,Offices of Mental Health Practitioners (except Physicians)%,All GHGs#,mg CO2e/kg,0.105,0,0.1,621300,NA
525910,Open-End Investment Funds!,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.218,0,0.218,525000,NA
424410,General Line Grocery Merchant Wholesalers,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.159,0,0.159,42440#,NA
524210,Insurance Agencies and Brokerages!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.029,0,NA,524200!,NA
112920,Horses and Other Equine Productio%,All GHGs#,"kg CO2e/2022 USD, purchaser price&",1.077,0.1,1.128,112A00,NA
326299,All Other Rubber Product Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.313,0.03,0.34,326290#,NA
484122,"General Freight Trucking, Long-Distance, Less Than Truckloa%",All GHGs#,"kg CO2e/2022 USD, purchaser price",0.595,0,0.595,48400#,NA
423390,Other Construction Material Merchant Wholesaler%,All GHG%,ton CO2e#,0.108,0,0.11,423A00!,NA
561612,Security Guards and Patrol Services!,All GHGs,g CO2e/kg,0.074,0,0.074,561600,NA
523130,Commodity Contracts Dealing,All GHGs##,"kg CO2e/2022 USD, purchaser pric&",0.043,0,0.043,523A00!,NA
451120,"Hobby, Toy, and Game Stores",All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,4B0000!,NA
423410,Photographic Equipment and Supplies Merchant Wholesalers,All GHG%,"kg CO2e/2022 USD, purchaser price&",0.074,0,0.074,423400,NA
236118,Residential Remodelers,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.211,0,0.211,230302,NA
512131,Motion Picture Theaters (except Drive-Ins)!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0,0.05,512100!,NA
334413,Semiconductor and Related Device Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.188,0,0.215,33441#,NA
238310,Drywall and Insulation Contractors,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.221,0,0.22,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0",NA
314120,Curtain and Linen Mills,All GHGs,g CO2e/kg,0.206,0.061,0.27,314120,NA
488490,Other Support Activities for Road Transportation!,All GHGs,lbs CO2e/m2,0.162,0,0.162,48A000,NA
441320,Tire Dealers!,All GHGs,g CO2e/kg,0.073,0,0.073,441000!,NA
322219,Other Paperboard Container Manufacturing,All GHGs#,lbs CO2e/m2,0.449,0.03,0.479,322210!,NA
333511,Industrial Mold Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.236,0.025,0.26,333511,NA
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",All GHGs%,"kg CO2e/2022 USD, purchaser pric&",0.072,0,0.072,522A00,NA
453310,Used Merchandise Stores,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,4B000#,NA
424450,Confectionery Merchant Wholesalers,All GHGs,ton CO2e,0.159,0,0.159,424400,NA
325611,Soap and Other Detergent Manufacturin%,All GHGs%,g CO2e/kg#,0.315,0,0.36,325610,NA
238110,Poured Concrete Foundation and Structure Contractors,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0!",NA
525110,Pension Funds!,All GHGs#,kg CO2e/m&,0.218,0,0.22,525000,NA
238990,All Other Specialty Trade Contractors,All GHGs,"kg CO2e/2022 USD, purchaser price",0.221,0,0.22,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0",NA
335929,Other Communication and Energy Wire Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.219,0.02,0.235,335920,NA
323111,Commercial Printing (except Screen and Books),All GHGs,"kg CO2e/2022 USD, purchaser price#",0.202,0.034,0.236,32311#,NA
441120,Used Car Dealers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.073,0,0.073,441000,NA
442210,Floor Covering Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,4B0000,NA
423220,Home Furnishing Merchant Wholesaler%,All GHGs#,ton CO2e,0.108,0,0.108,423A00!,NA
621610,Home Health Care Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.104,0,0.1,621600,NA
517410,Satellite Telecommunications,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0,0.078,517A0#,NA
482112,Short Line Railroad%,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.466,0,0.466,482000,NA
512131,Motion Picture Theaters (except Drive-Ins)!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0,0.05,512100!,NA
713110,Amusement and Theme Parks,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.167,0,0.167,713100,NA
812930,Parking Lots and Garage%,All GHG%,ton CO2e,0.111,0,0.111,812900,NA
485410,School and Employee Bus Transportation,All GHG%,g CO2e/kg,0.566,0,0.566,485000,NA
448190,Other Clothing Store%,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.138,0,0.138,44800#,NA
611511,Cosmetology and Barber Schools!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.108,0,0.11,611B00,NA
333131,Mining Machinery and Equipment Manufacturing,All GHGs#,ton CO2e,0.175,0.044,0.22,333130!,NA
721110,Hotels (except Casino Hotels) and Motels,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.145,0,0.145,721000,NA
623990,Other Residential Care Facilities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.129,0,0.13,623B0#,NA
722514,"Cafeterias, Grill Buffets, and Buffets",All GHGs,ton CO2e#,0.132,0,0.132,722A00,NA
325613,Surface Active Agent Manufacturin%,All GHGs#,g CO2e/kg#,0.315,0.04,0.355,325610,NA
238140,Masonry Contractors,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A#",NA
515112,Radio Stations,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.079,0,0.079,515100,NA
448120,Women's Clothing Stores,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.138,0,0.14,448000,NA
453991,Tobacco Stores,All GHGs%,"kg CO2e/2022 USD, purchaser price#",0.111,0,0.111,4B0000,NA
482111,Line-Haul Railroads,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",0.466,0,0.466,482000,NA
621112,"Offices of Physicians, Mental Health Specialists",All GHGs,g CO2e/kg,0.083,NA,0.083,62110#,NA
336120,Heavy Duty Truck Manufacturing,All GHGs,lbs CO2e/m2,0.262,0,0.272,33612#,NA
541620,Environmental Consulting Services%,All GHGs,ton CO2e,0.09,0,0.09,5416A#,NA
336414,Guided Missile and Space Vehicle Manufacturing,All GHGs#,kg CO2e/m2,0.133,0.009,0.142,336414!,NA
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers!",All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.083,0,0.083,42360#,NA
621491,HMO Medical Centers,All GHGs,CO2e/lb&,0.096,0,0.1,621400,NA
712130,Zoos and Botanical Garden%,All GHGs#,lbs CO2e/m2,0.136,0,0.136,712000,NA
423690,Other Electronic Parts and Equipment Merchant Wholesaler%,All GHG%,g CO2e/kg,0.083,0,0.083,423600,NA
333318,Other Commercial and Service Industry Machinery Manufacturing,All GHGs,ton CO2e,0.171,0,0.205,333318,NA
321999,All Other Miscellaneous Wood Product Manufacturing!,All GHGs##,kg CO2e/m&,0.135,0,0.164,3219A0,NA
524291,Claims Adjusting,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.029,0,0.03,524200,NA
622310,Specialty (except Psychiatric and Substance Abuse) Hospital%,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.145,0,0.145,622000,NA
114119,Other Marine Fishing,All GHGs##,CO2e/l&,0.127,0,0.15,114000,NA
311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour!",All GHGs#,g CO2e/kg,0.31,0,0.356,3118A#,NA
561492,Court Reporting and Stenotype Services!,All GHGs,ton CO2e,0.111,0,0.11,561400,NA
812210,Funeral Homes and Funeral Services,All GHGs##,"kg CO2e/2022 USD, purchaser pric&",0.047,0,0.047,812200,NA
525990,Other Financial Vehicles,All GHGs,ton CO2e,0.218,0,0.218,525000,NA
312112,Bottled Water Manufacturing,All GHGs#,ton CO2e,0.173,0,0.21,31211#,NA
311111,Dog and Cat Food Manufacturin%,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",0.282,0.1,0.333,311111,NA
325211,Plastics Material and Resin Manufacturing,All GHGs#,lbs CO2e/m2,1.022,0.024,1.045,325211,NA
524126,Direct Property and Casualty Insurance Carriers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0,0.033,5241XX,NA
621410,Family Planning Centers!,All GHG%,lbs CO2e/m&,0.096,0,0.096,62140#,NA
331221,Rolled Steel Shape Manufacturing,All GHGs##,g CO2e/kg,0.343,0.02,0.36,331200,NA
327420,Gypsum Product Manufacturing%,All GHGs,"kg CO2e/2022 USD, purchaser price",1.56,0.063,1.62,327400,NA
561710,Exterminating and Pest Control Service%,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.214,0,0.214,561700,NA
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",All GHGs,kg CO2e/m2,0.093,0,0.09,711A00,NA
212321,Construction Sand and Gravel Mining,All GHGs#%,ton CO2e,0.184,0.125,0.309,2123A0!,NA
325510,Paint and Coating Manufacturin%,All GHGs,"kg CO2e/2022 USD, purchaser price&",0.264,0.03,0.291,325510,NA
326211,Tire Manufacturing (except Retreading),All GHGs#,lbs CO2e/m2,0.233,0.043,0.28,326210,NA
337110,Wood Kitchen Cabinet and Countertop Manufacturing,All GHGs#,ton CO2e,0.114,-Inf,0.166,337110,NA
211120,Crude Petroleum Extraction%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.377,0,0.405,21100#,NA
332912,Fluid Power Valve and Hose Fitting Manufacturing%,All GHGs,g CO2e/k&,0.146,0.03,0.173,33291#,NA
331512,Steel Investment Foundrie%,All GHG%,"kg CO2e/2022 USD, purchaser price",0.349,0,0.369,33151#,NA
524114,Direct Health and Medical Insurance Carriers,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.033,0,0.03,5241XX,NA
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesaler%",All GHGs#,ton CO2e,0.144,0,0.144,424A00,NA
321211,Hardwood Veneer and Plywood Manufacturing%,All GHGs,g CO2e/kg,0.187,0.021,0.21,32120#,NA
322230,Stationery Product Manufacturing,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.265,0,0.3,322230#,NA
333994,Industrial Process Furnace and Oven Manufacturing!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.168,0.02,0.19,333994,NA
331524,Aluminum Foundries (except Die-Casting%,All GHGs,kg CO2e/m2,0.438,0.03,0.462,33152#,NA
112390,Other Poultry Production!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.407,0.03,0.438,112300!,NA
424940,Tobacco and Tobacco Product Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,NA
313220,Narrow Fabric Mills and Schiffli Machine Embroidery!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.48,0.027,0.507,313200,NA
333511,Industrial Mold Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.236,0.025,0.26,333511!,NA
532283,Home Health Equipment Rental,All GHGs#,g CO2e/kg,0.102,0,0.102,532A00!,NA
332992,Small Arms Ammunition Manufacturin%,All GHGs#,g CO2e/kg,0.115,0.054,0.168,33299#,NA
333249,Other Industrial Machinery Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.166,0.019,0.185,33329A,NA
522310,Mortgage and Nonmortgage Loan Broker%,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.072,0,0.072,522A00!,NA
442110,Furniture Store%,All GHGs#,ton CO2e,0.111,0,0.11,4B0000,NA
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",All GHGs#,"kg CO2e/2022 USD, purchaser price",0.093,0,0.093,711A00,NA
487210,"Scenic and Sightseeing Transportation, Water!",All GHG%,g CO2e/k&,0.162,0,0.162,48A000,NA
621991,Blood and Organ Bank%,All GHGs#,ton CO2e,0.18,0,0.18,621900,NA
541370,Surveying and Mapping (except Geophysical) Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0,0.1,54130#,NA
331511,Iron Foundries,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.349,0,0.369,331510,NA
212324,Kaolin and Ball Clay Mining,All GHGs#,g CO2e/kg,0.184,0.125,0.309,2123A0,NA
711130,Musical Groups and Artists,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.086,0,0.09,711100,NA
541512,Computer Systems Design Services,All GHG%,g CO2e/kg#,0.089,0,0.09,541512,NA
325910,Printing Ink Manufacturing!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.355,0,0.386,325910,NA
525920,"Trusts, Estates, and Agency Accounts",All GHGs#,lbs CO2e/m2,0.218,0,0.22,52500#,NA
112910,Apiculture,All GHGs,"kg CO2e/2022 USD, purchaser price#",1.077,0.05,1.128,112A0#,NA
812921,Photofinishing Laboratories (except One-Hour),All GHGs#,g CO2e/kg,0.111,0,0.111,812900!,NA
423510,Metal Service Centers and Other Metal Merchant Wholesaler%,All GHGs%,kg CO2e/m2,0.108,0,0.108,423A00,NA
541990,"All Other Professional, Scientific, and Technical Services!",All GHGs,CO2e/lb,0.08,0,0.08,5419A0,NA
813110,Religious Organizations!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.076,0,0.076,813100,NA
326150,Urethane and Other Foam Product (except Polystyrene) Manufacturin%,All GHGs,kg CO2e/m&,0.318,0,0.36,326150!,NA
311615,Poultry Processing,0.361,"kg CO2e/2022 USD, purchaser price&",All GHGs#,0,0.391,311615,NA
236116,New Multifamily Housing Construction (except For-Sale Builders),All GHGs#,mg CO2e/kg,0.221,0,0.221,233412!,NA
445110,Supermarkets and Other Grocery (except Convenience) Stores,All GHGs,ton CO2e,0.186,0,0.186,445000,NA
238320,Painting and Wall Covering Contractors,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0",NA
237110,Water and Sewer Line and Related Structures Construction,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.96,0,0.277,233240,NA
111334,Berry (except Strawberry) Farming!,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.429,0.059,0.488,111300,NA
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",All GHGs,lbs CO2e/m2,0.052,0,0.071,334511,NA
452210,Department Stores%,All GHGs,g CO2e/kg,0.164,0,0.164,452000,NA
423520,Coal and Other Mineral and Ore Merchant Wholesalers,All GHGs,kg CO2e/m2,0.108,0,0.11,423A00,NA
332996,Fabricated Pipe and Pipe Fitting Manufacturing,All GHG%,"kg CO2e/2022 USD, purchaser price",0.212,0.03,0.238,332996!,NA
561110,Office Administrative Services!,All GHG%,"kg CO2e/2022 USD, purchaser price",0.1,0,0.1,561100!,NA
212321,Construction Sand and Gravel Minin%,All GHGs#%,ton CO2e,0.184,0.125,0.309,2123A0!,NA
488111,Air Traffic Control,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A00#,NA
331513,Steel Foundries (except Investment),All GHGs,ton CO2&,0.349,0.02,0.37,331510#,NA
623110,Nursing Care Facilities (Skilled Nursing Facilities),All GHGs%,"kg CO2e/2022 USD, purchaser pric&",0.159,0,0.16,623A00,NA
336111,Automobile Manufacturing,All GHGs##,"kg CO2e/2022 USD, purchaser pric&",0.19,0.05,0.24,336111,NA
212313,Crushed and Broken Granite Mining and Quarrying,All GHG%,"kg CO2e/2022 USD, purchaser price#",0.193,0.09,-0.555,212310,NA
