2017.NAICS.Code,2017.NAICS.Title,GHG,Unit,Supply.Chain.Emission.Factors.without.Margins,Margins.of.Supply.Chain.Emission.Factors,Supply.Chain.Emission.Factors.with.Margins,Reference.USEEIO.Code
"453,920",Art Dealer,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.11,40000B
"453,930",Manufactured (Mobile) Home Dealers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.11,40000B
"453,991",Tobacco Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"453,991",Tobacco Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"453,998",All Other Miscellaneous Store Retailers (except Tobacco Stores),All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"454,110",Electronic Shopping and Mail-Order Houses,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0.0,0.09,454000
"454,110",Electronic Shopping and Mail-Order Houses,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0.0,0.09,454000
"454,210",Vending Machine Operators,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0.0,0.09,454000
"454,310",Fuel Dealers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0.0,0.094,454000
"454,390",Other Direct Selling Establishments,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0.0,0.094,454000
"481,111",Scheduled Passenger Air Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.644,0.0,0.644,481000
"481,211",Nonscheduled Chartered Passenger Air Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.644,0.0,0.644,481000
"481,212",Nonscheduled Chartered Freight Air Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.644,0.0,0.64,481000
"481,219",Other Nonscheduled Air Transportatio,All GHGs,"kg CO2e/2022 USD, purchaser price",0.644,0.0,0.644,481000
"482,111",Line-Haul Railroads,All GHGs,"kg CO2e/2022 USD, purchaser price",0.466,0.0,0.466,482000
"482,112",Short Line Railroads,All GHGs,"kg CO2e/2022 USD, purchaser price",0.466,0.0,0.466,482000
"482,112",Short Line Railroad,All GHGs,"kg CO2e/2022 USD, purchaser price",0.466,0.0,0.466,482000
"483,111",Deep Sea Freight Transportatio,All GHGs,"kg CO2e/2022 USD, purchaser price",0.816,0.0,0.816,483000
"483,112",Deep Sea Passenger Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.816,0.0,0.816,483000
"483,113",Coastal and Great Lakes Freight Transportatio,All GHGs,"kg CO2e/2022 USD, purchaser price",0.816,0.0,0.82,483000
"483,114",Coastal and Great Lakes Passenger Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.816,0.0,0.816,483000
"483,211",Inland Water Freight Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.816,0.0,0.816,483000
"483,212",Inland Water Passenger Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.816,0.0,0.816,483000
"484,110","General Freight Trucking, Local",All GHG,"kg CO2e/2022 USD, purchaser price",0.595,0.0,0.595,484000
"484,121","General Freight Trucking, Long-Distance, Truckloa",All GHGs,"kg CO2e/2022 USD, purchaser price",0.595,0.0,0.6,484000
"484,122","General Freight Trucking, Long-Distance, Less Than Truckloa",All GHGs,"kg CO2e/2022 USD, purchaser price",0.595,0.0,0.595,484000
"484,210",Used Household and Office Goods Movin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.595,0.0,0.595,484000
"484,220","Specialized Freight (except Used Goods) Trucking, Local",All GHG,"kg CO2e/2022 USD, purchaser price",0.595,0.0,0.595,484000
"484,230","Specialized Freight (except Used Goods) Trucking, Long-Distance",All GHGs,"kg CO2e/2022 USD, purchaser price",0.595,0.0,0.6,484000
"485,111",Mixed Mode Transit Systems,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0.0,0.566,485000
"485,112",Commuter Rail System,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0.0,0.566,485000
"485,113",Bus and Other Motor Vehicle Transit Systems,All GHG,"kg CO2e/2022 USD, purchaser price",0.566,0.0,0.57,485000
"485,119",Other Urban Transit Systems,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0.0,0.566,485000
"485,210",Interurban and Rural Bus Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0.0,0.566,485000
"485,310",Taxi Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0.0,0.57,485000
"485,320",Limousine Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0.0,0.57,485000
"485,410",School and Employee Bus Transportation,All GHG,"kg CO2e/2022 USD, purchaser price",0.566,0.0,0.566,485000
"485,510",Charter Bus Industry,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0.0,0.566,485000
"485,991",Special Needs Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0.0,0.566,485000
"485,999",All Other Transit and Ground Passenger Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0.0,0.57,485000
"486,210",Pipeline Transportation of Natural Ga,All GHGs,"kg CO2e/2022 USD, purchaser price",1.619,0.0,1.62,486000
"486,210",Pipeline Transportation of Natural Gas,All GHGs,"kg CO2e/2022 USD, purchaser price",1.619,0.0,1.62,486000
"486,910",Pipeline Transportation of Refined Petroleum Product,All GHGs,"kg CO2e/2022 USD, purchaser price",1.619,0.0,1.619,486000
"486,990",All Other Pipeline Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",1.619,0.0,1.619,486000
"487,110","Scenic and Sightseeing Transportation, Land",All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.162,48000A
"487,210","Scenic and Sightseeing Transportation, Water",All GHG,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.162,48000A
"487,990","Scenic and Sightseeing Transportation, Othe",All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.162,48000A
"488,111",Air Traffic Control,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.162,48000A
"488,119",Other Airport Operations,All GHG,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.162,48000A
"488,190",Other Support Activities for Air Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.16,48000A
"488,210",Support Activities for Rail Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.16,48000A
"488,310",Port and Harbor Operations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.16,48000A
"488,320",Marine Cargo Handlin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.16,48000A
"488,330",Navigational Services to Shipping,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.16,48000A
"488,390",Other Support Activities for Water Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.16,48000A
"488,390",Other Support Activities for Water Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.16,48000A
"488,410",Motor Vehicle Towing,All GHG,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.16,48000A
"488,490",Other Support Activities for Road Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.162,48000A
"488,490",Other Support Activities for Road Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.162,48000A
"488,510",Freight Transportation Arrangement,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.162,48000A
"488,991",Packing and Cratin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.162,48000A
"488,999",All Other Support Activities for Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.162,0.0,0.162,48000A
"491,110",Postal Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.074,491000
"491,110",Postal Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.074,491000
"492,110",Couriers and Express Delivery Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.303,0.0,0.3,492000
"492,110",Couriers and Express Delivery Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.303,0.0,0.3,492000
"492,210",Local Messengers and Local Delivery,All GHGs,"kg CO2e/2022 USD, purchaser price",0.303,0.0,0.303,492000
"493,110",General Warehousing and Storage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.244,0.0,0.244,493000
"493,120",Refrigerated Warehousing and Storage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.244,0.0,0.244,493000
"493,130",Farm Product Warehousing and Storage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.244,0.0,0.24,493000
"493,190",Other Warehousing and Storag,All GHGs,"kg CO2e/2022 USD, purchaser price",0.244,0.0,0.244,493000
"511,110",Newspaper Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0.04,0.082,511110
"511,120",Periodical Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0.043,0.1,511120
"511,130",Book Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0.035,0.107,511130
"511,140",Directory and Mailing List Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.053,0.055,0.108,51110A
"511,191",Greeting Card Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.053,0.055,0.108,51110A
"511,199",All Other Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.053,0.05,0.108,51110A
"511,210",Software Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.036,0.045,0.08,511200
"512,110",Motion Picture and Video Production,All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.005,0.05,512100
"512,120",Motion Picture and Video Distribution,All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,512100
"512,131",Motion Picture Theaters (except Drive-Ins),All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.0,0.05,512100
"512,131",Motion Picture Theaters (except Drive-Ins),All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.0,0.05,512100
"512,132",Drive-In Motion Picture Theater,All GHG,"kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,512100
"512,191",Teleproduction and Other Postproduction Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.0,0.052,512100
"512,199",Other Motion Picture and Video Industries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.0,0.052,512100
"512,230",Music Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.026,0.0,0.044,512200
"512,240",Sound Recording Studios,All GHGs,"kg CO2e/2022 USD, purchaser price",0.026,0.0,0.044,512200
"512,250",Record Production and Distribution,All GHGs,"kg CO2e/2022 USD, purchaser price",0.026,0.018,0.04,512200
"512,290",Other Sound Recording Industries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.026,0.02,0.04,512200
"515,111",Radio Networks,All GHGs,"kg CO2e/2022 USD, purchaser price",0.079,0.0,0.079,515100
"515,112",Radio Stations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.079,0.0,0.079,515100
"515,112",Radio Stations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.079,0.0,0.079,515100
"515,120",Television Broadcasting,All GHGs,"kg CO2e/2022 USD, purchaser price",0.079,0.0,0.079,515100
"515,210",Cable and Other Subscription Programming,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0.0,0.094,515200
"517,311",Wired Telecommunications Carriers,All GHG,"kg CO2e/2022 USD, purchaser price",0.075,0.0,0.07,517110
"517,312",Wireless Telecommunications Carriers (except Satellite),All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0.0,0.096,517210
"517,410",Satellite Telecommunications,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0.0,0.078,51700A
"517,911",Telecommunications Resellers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0.0,0.08,51700A
"517,919",All Other Telecommunication,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0.0,0.078,51700A
"518,210","Data Processing, Hosting, and Related Service",All GHGs,"kg CO2e/2022 USD, purchaser price",0.093,0.0,0.093,518200
"519,110",News Syndicates,All GHGs,"kg CO2e/2022 USD, purchaser price",0.064,0.0,0.064,51910A
"519,120",Libraries and Archives,All GHG,"kg CO2e/2022 USD, purchaser price",0.064,0.0,0.06,51910A
"519,130",Internet Publishing and Broadcasting and Web Search Portals,All GHGs,"kg CO2e/2022 USD, purchaser price",0.067,0.0,0.07,519130
"519,190",All Other Information Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.064,0.0,0.064,51910A
"521,110",Monetary Authorities-Central Bank,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0.0,0.06,52000A
"522,110",Commercial Bankin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0.0,0.059,52000A
"522,120",Savings Institutions,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0.0,0.059,52000A
"522,130",Credit Unions,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0.0,0.059,52000A
"522,190",Other Depository Credit Intermediation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0.0,0.059,52000A
"522,210",Credit Card Issuing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0.0,0.07,52200A
"522,220",Sales Financing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0.0,0.07,52200A
"522,291",Consumer Lending,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0.0,0.072,52200A
"522,292",Real Estate Credit,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0.0,0.07,52200A
"522,293",International Trade Financin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0.0,0.072,52200A
"522,298",All Other Nondepository Credit Intermediation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0.0,0.07,52200A
"522,310",Mortgage and Nonmortgage Loan Broker,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0.0,0.072,52200A
"522,320","Financial Transactions Processing, Reserve, and Clearinghouse Activitie",All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0.0,0.072,52200A
"522,320","Financial Transactions Processing, Reserve, and Clearinghouse Activities",All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0.0,0.072,52200A
"522,390",Other Activities Related to Credit Intermediation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0.0,0.072,52200A
"523,110",Investment Banking and Securities Dealing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0.0,0.04,52300A
"523,120",Securities Brokerage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0.0,0.043,52300A
"523,130",Commodity Contracts Dealing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0.0,0.043,52300A
"523,140",Commodity Contracts Brokerage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0.0,0.043,52300A
"523,210",Securities and Commodity Exchanges,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0.0,0.043,52300A
"523,910",Miscellaneous Intermediatio,All GHGs,"kg CO2e/2022 USD, purchaser price",0.066,0.0,0.066,523900
"523,920",Portfolio Management,All GHG,"kg CO2e/2022 USD, purchaser price",0.066,0.0,0.07,523900
"523,930",Investment Advice,All GHGs,"kg CO2e/2022 USD, purchaser price",0.066,0.0,0.066,523900
"523,991","Trust, Fiduciary, and Custody Activities",All GHG,"kg CO2e/2022 USD, purchaser price",0.066,0.0,0.066,523900
"523,999",Miscellaneous Financial Investment Activities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.066,0.0,0.066,523900
"523,999",Miscellaneous Financial Investment Activities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.066,0.0,0.066,523900
"524,113",Direct Life Insurance Carriers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0.0,0.05,524113
"524,114",Direct Health and Medical Insurance Carriers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0.0,0.03,5241XX
"524,114",Direct Health and Medical Insurance Carrier,All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0.0,0.03,5241XX
"524,126",Direct Property and Casualty Insurance Carriers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0.0,0.033,5241XX
"524,127",Direct Title Insurance Carrier,All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0.0,0.033,52410X
"524,128","Other Direct Insurance (except Life, Health, and Medical) Carriers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0.0,0.03,52410X
"524,130",Reinsurance Carrier,All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0.0,0.03,5241XX
"524,291",Claims Adjusting,All GHGs,"kg CO2e/2022 USD, purchaser price",0.029,0.0,0.03,524200
"524,292",Third Party Administration of Insurance and Pension Funds,All GHGs,"kg CO2e/2022 USD, purchaser price",0.029,0.0,0.029,524200
"524,298",All Other Insurance Related Activitie,All GHGs,"kg CO2e/2022 USD, purchaser price",0.029,0.0,0.03,524200
"525,110",Pension Funds,All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0.0,0.22,525000
"525,120",Health and Welfare Funds,All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0.0,0.218,525000
"525,190",Other Insurance Funds,All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0.0,0.22,525000
"525,910",Open-End Investment Funds,All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0.0,0.218,525000
"525,920","Trusts, Estates, and Agency Accounts",All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0.0,0.22,525000
"525,990",Other Financial Vehicles,All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0.0,0.218,525000
"531,110",Lessors of Residential Buildings and Dwellings,All GHGs,"kg CO2e/2022 USD, purchaser price",0.033,0.0,0.033,531HSO
"531,120",Lessors of Nonresidential Buildings (excpet Miniwarehouses),All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0.0,0.25,531ORE
"531,130",Lessors of Miniwarehouses and Self-Storage Units,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0.0,0.246,531ORE
"531,190",Lessors of Other Real Estate Property,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0.0,0.246,531ORE
"531,210",Offices of Real Estate Agents and Brokers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0.0,0.246,531ORE
"531,311",Residential Property Managers,All GHG,"kg CO2e/2022 USD, purchaser price",0.246,0.0,0.246,5310OR
"531,312",Nonresidential Property Managers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0.0,0.246,531ORE
"531,320",Offices of Real Estate Appraisers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0.0,0.246,531ORE
"531,390",Other Activities Related to Real Estate,All GHGs,"kg CO2e/2022 USD, purchaser price",0.246,0.0,0.246,531ORE
"532,111",Passenger Car Rental,All GHG,"kg CO2e/2022 USD, purchaser price",0.11,0.0,0.11,532100
"532,112",Passenger Car Leasing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.11,0.0,0.11,532100
"532,120","Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.11,0.0,0.11,532100
"532,210",Consumer Electronics and Appliances Rental,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0.0,0.102,53200A
"532,210",Consumer Electronics and Appliances Rental,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0.0,0.102,53200A
"532,281",Formal Wear and Costume Renta,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0.0,0.1,53200A
"532,282",Video Tape and Disc Rental,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0.0,0.1,53200A
"532,283",Home Health Equipment Rental,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0.0,0.102,53200A
"532,284",Recreational Goods Rental,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0.0,0.1,53200A
"532,289",All Other Consumer Goods Renta,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0.0,0.1,53200A
"532,310",General Rental Centers,All GHG,"kg CO2e/2022 USD, purchaser price",0.102,0.0,0.1,53200A
"532,411","Commercial Air, Rail, and Water Transportation Equipment Rental and Leasin",All GHGs,"kg CO2e/2022 USD, purchaser price",0.106,0.0,0.106,532400
"532,412","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",All GHG,"kg CO2e/2022 USD, purchaser price",0.106,0.0,0.35,532400
"532,420",Office Machinery and Equipment Rental and Leasing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.106,0.0,0.11,532400
"532,490",Other Commercial and Industrial Machinery and Equipment Rental and Leasing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.106,0.0,0.106,532400
"533,110",Lessors of Nonfinancial Intangible Assets (except Copyrighted Works,All GHGs,"kg CO2e/2022 USD, purchaser price",0.052,0.0,0.052,533000
"533,110",Lessors of Nonfinancial Intangible Assets (except Copyrighted Works,All GHGs,"kg CO2e/2022 USD, purchaser price",0.052,0.0,0.052,533000
"541,110",Offices of Lawyers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.041,0.0,0.041,541100
"541,120",Offices of Notaries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.041,0.0,0.041,541100
"541,191",Title Abstract and Settlement Offices,All GHGs,"kg CO2e/2022 USD, purchaser price",0.041,0.0,0.041,541100
"541,191",Title Abstract and Settlement Offices,All GHG,"kg CO2e/2022 USD, purchaser price",0.041,0.0,0.041,541100
"541,199",All Other Legal Services,All GHG,"kg CO2e/2022 USD, purchaser price",0.041,0.0,0.041,541100
"541,211",Offices of Certified Public Accountant,All GHG,"kg CO2e/2022 USD, purchaser price",0.054,0.0,0.054,541200
"541,213",Tax Preparation Services,All GHG,"kg CO2e/2022 USD, purchaser price",0.054,0.0,0.054,541200
"541,214",Payroll Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.054,0.0,0.05,541200
"541,219",Other Accounting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.054,0.0,0.054,541200
"541,310",Architectural Service,All GHG,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.103,541300
"541,330",Engineering Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.1,541300
"541,340",Drafting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.103,541300
"541,350",Building Inspection Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.1,541300
"541,370",Surveying and Mapping (except Geophysical) Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.1,541300
"541,380",Testing Laboratorie,All GHG,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.103,541300
"541,410",Interior Design Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0.0,0.09,541400
"541,420",Industrial Design Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0.0,0.094,541400
"541,430",Graphic Design Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0.0,0.094,541400
"541,490",Other Specialized Design Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0.0,0.094,541400
"541,511",Custom Computer Programming Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.084,0.0,0.084,541511
"541,512",Computer Systems Design Services,All GHG,"kg CO2e/2022 USD, purchaser price",0.089,0.0,0.09,541512
"541,513",Computer Facilities Management Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.08,0.0,3.935,54151A
"541,519",Other Computer Related Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.08,0.0,0.08,54151A
"541,611",Administrative Management and General Management Consulting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0.0,0.08,541610
"541,612",Human Resources Consulting Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0.0,0.08,541610
"541,613",Marketing Consulting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0.0,0.08,541610
"541,614","Process, Physical Distribution, and Logistics Consulting Services",All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0.0,0.08,541610
"541,618",Other Management Consulting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0.0,0.08,541610
"541,620",Environmental Consulting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.09,0.0,0.09,54160A
"541,690",Other Scientific and Technical Consulting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.09,0.0,0.09,54160A
"541,713",Research and Development in Nanotechnology,All GHGs,"kg CO2e/2022 USD, purchaser price",0.156,0.0,0.156,541700
"541,714",Research and Development in Biotechnology (except Nanobiotechnology),All GHG,"kg CO2e/2022 USD, purchaser price",0.156,0.0,0.156,541700
"541,715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology",All GHGs,"kg CO2e/2022 USD, purchaser price",0.156,0.0,0.156,541700
"541,715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",All GHGs,"kg CO2e/2022 USD, purchaser price",0.156,0.0,0.156,541700
"541,720",Research and Development in the Social Sciences and Humanities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.156,0.0,0.16,541700
"541,810",Advertising Agencie,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0.0,0.085,541800
"541,820",Public Relations Agencies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0.0,0.09,541800
"541,820",Public Relations Agencies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0.0,0.09,541800
"541,830",Media Buying Agencies,All GHG,"kg CO2e/2022 USD, purchaser price",0.085,0.0,0.085,541800
"541,840",Media Representatives,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0.0,0.085,541800
"541,850",Outdoor Advertising,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0.0,0.09,541800
"541,860",Direct Mail Advertising,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0.0,0.09,541800
"541,870",Advertising Material Distribution Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0.0,0.085,541800
"541,910",Marketing Research and Public Opinion Pollin,All GHG,"kg CO2e/2022 USD, purchaser price",0.08,0.0,0.08,54190A
"541,921","Photography Studios, Portrait",All GHG,"kg CO2e/2022 USD, purchaser price",0.125,0.0,0.125,541920
"541,922",Commercial Photography,All GHGs,"kg CO2e/2022 USD, purchaser price",0.125,0.0,0.125,541920
"541,940",Veterinary Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.127,0.0,0.127,541940
"541,990","All Other Professional, Scientific, and Technical Services",All GHGs,"kg CO2e/2022 USD, purchaser price",0.08,0.0,0.08,54190A
"541,990","All Other Professional, Scientific, and Technical Services",All GHGs,"kg CO2e/2022 USD, purchaser price",0.08,0.0,0.08,54190A
"551,111",Offices of Bank Holding Companies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.084,0.0,0.084,550000
"551,112",Offices of Other Holding Companie,All GHGs,"kg CO2e/2022 USD, purchaser price",0.084,0.0,0.084,550000
"551,114","Corporate, Subsidiary, and Regional Managing Offices",All GHGs,"kg CO2e/2022 USD, purchaser price",0.084,0.0,0.08,550000
"561,110",Office Administrative Services,All GHG,"kg CO2e/2022 USD, purchaser price",0.1,0.0,0.1,561100
"561,210",Facilities Support Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.199,0.0,0.2,561200
"561,311",Employment Placement Agencie,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0.0,0.051,561300
"561,312",Executive Search Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0.0,0.051,561300
"561,320",Temporary Help Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0.0,0.051,561300
"561,330",Professional Employer Organizations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0.0,0.05,561300
